distance_sq, {'meter': 2.0}
rate, {'second': -1.0}
sq_dist, {'meter': 2.0}
pf_init_pose_mean.v, {'meter': 1.0}
delta_t, {'second': 1.0}
x, {'meter': 1.0}
gama, {'radian': 1.0}
distance, {'meter': 1.0}
delta_time, {'second': 1.0}
out_msg.header.stamp, {'second': 1.0}
angle_diff_est, {'radian': 1.0}
delta_th, {'second': 1.0}
theta, {'radian': 1.0}
proj_y, {'meter': 1.0}
d1, {'radian': 1.0}
interval, {'second': 1.0}
mean.theta, {'radian': 1.0}
vp_m, {'meter': 1.0}
dy, {'meter': 1.0}
state_y_, {'meter': 1.0}
dx, {'meter': 1.0}
zErr, {'meter': 1.0}
alpha, {'radian': 1.0}
delta_rot2_hat, {'radian': 1.0}
time_elapsed_sec, {'second': 1.0}
curr_x, {'meter': 1.0}
dv_ang, {'second': -1.0}
t, {'second': 1.0}
angularVelocity, {'meter': -1.0}
dt, {'second': 1.0}
nextFrame, {'second': 1.0}
yaw, {'radian': 1.0}
angle, {'radian': 1.0}
uav_command.header.stamp, {'second': 1.0}
qy, {'quaternion': 1.0}
t2, {'radian': 1.0}
offsetVect, {'meter': 1.0}
timeOdomAftBA, {'second': 1.0}
cmdR.commanded_velocity, {'second': -1.0, 'meter': 1.0}
qvec_new, {'second': -1.0}
theta1, {'radian': 1.0}
navdata_vision_perf_msg.header.stamp, {'second': 1.0}
x1, {'meter': 1.0}
marker_x_, {'meter': 1.0}
yaw_rate, {'second': 1.0}
alpha, {'radian': 1.0}
oz, {'quaternion': 1.0}
long_rad, {'radian': 1.0}
v_dy, {'meter': 1.0}
prev_x, {'meter': 1.0}
msg_v_att.rollspeed, {'second': -1.0}
ang_vel_y_, {'second': -1.0}
delta, {'second': 1.0}
PIDR, {'second': -1.0}
angle, {'radian': 1.0}
range_scan_min, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
result, {'radian': 1.0}
robot_atan2, {'radian': 1.0}
right_y, {'meter': 1.0}
e1, {'quaternion': 1.0}
lastTime, {'second': 1.0}
dx, {'meter': 1.0}
wy, {'meter': 1.0}
g_v.data, {'second': -1.0, 'meter': 1.0}
x_0, {'degree_360': 1.0}
dist, {'meter': 1.0}
vel.data, {'meter': 1.0}
oz, {'meter': 1.0}
aRLFdata, {'meter': 1.0}
a4, {'radian': 1.0}
line_angle, {'radian': 1.0}
th, {'radian': 1.0}
delta.theta, {'radian': 1.0}
pitch, {'radian': 1.0}
e, {'meter': 1.0}
delta.theta, {'radian': 1.0}
heading_diff, {'radian': 1.0}
d, {'meter': 1.0}
x, {'meter': 1.0}
wpz, {'meter': 1.0}
pitchControlGain, {'second': -1.0, 'meter': 1.0}
image_msg_ptr_.header.stamp, {'second': 1.0}
cy, {'meter': 1.0}
W, {'second': -1.0}
maximum, {'second': -1.0}
angleRad, {'radian': 1.0}
IMURawData_.header.stamp, {'second': 1.0}
x1_from, {'meter': 1.0}
last_speed, {'second': -1.0}
__ros_log_delayed_throttle__last_hit__, {'second': 1.0}
duration_feature_tracking_msg.data, {'second': 1.0}
theta, {'radian': 1.0}
dx, {'meter': 1.0}
ekf_time_begin_, {'second': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
info_left.header.stamp, {'second': 1.0}
elapsed, {'second': 1.0}
time_f, {'second': 1.0}
it.pose.position.x, {'meter': 1.0}
d, {'meter': 1.0}
diff, {'second': 1.0}
max_ompl_solve_time, {'second': 1.0}
velocity_angular.vector, {'second': -1.0}
wl.data, {'second': -1.0, 'meter': 1.0}
x*, {'meter': 1.0}
imuVeloYCur, {'second': 1.0}
attitude, {'radian': 1.0}
w, {'quaternion': 1.0}
targetPosition.data, {'meter': 1.0}
u, {'radian': 1.0}
absSpeedDemand, {'second': -1.0, 'meter': 1.0}
info.header.stamp, {'second': 1.0}
th, {'radian': 1.0}
x_des, {'meter': 1.0}
theta, {'radian': 1.0}
pitch*, {'radian': 1.0}
d_error, {'second': -1.0}
angle, {'radian': 1.0}
t_final, {'second': 1.0}
theta_minus, {'radian': 1.0}
computed_arrival_time_, {'second': 1.0}
z, {'meter': 1.0}
dist, {'meter': 1.0}
roll, {'radian': 1.0}
v2_y, {'meter': 1.0}
v, {'meter': 1.0}
cloud.points, {'meter': 1.0}
distance2, {'meter': 1.0}
ie*, {'second': 1.0}
theta, {'radian': 1.0}
l_sqr_length, {'meter': 2.0}
euler_angle_ZYX_X, {'radian': 1.0}
l_sqr_length, {'meter': 2.0}
zr, {'meter': 1.0}
angulo, {'radian': 1.0}
Q_norm_camera_neg_diff, {'quaternion': 1.0}
lidar_dist_msg.data, {'meter': 1.0}
eetrans, {'meter': 1.0}
total_elapsed, {'second': 1.0}
delta_rot1_noise, {'radian': 1.0}
path.header.stamp, {'second': 1.0}
iter_cloud, {'meter': 1.0}
origin, {'meter': 1.0}
Vt, {'second': 1.0}
candidate_pose, {'meter': 1.0}
va, {'second': -1.0}
phi, {'radian': 1.0}
elapsed, {'second': 1.0}
wheel_speed, {'second': -1.0, 'meter': 1.0}
myLineAngle, {'radian': 1.0}
val, {'radian': 1.0}
goal_msg.target_pose.pose.orientation.x, {'quaternion': 1.0}
v, {'second': -1.0}
y, {'meter': 1.0}
geometry_msgs::Vector3&p, {'meter': 1.0}
g_prev_velocity, {'second': -1.0, 'meter': 1.0}
delta_th, {'second': 1.0}
it.segment.angleToRef, {'radian': 1.0}
dy, {'meter': 1.0}
lon, {'radian': 1.0}
tf, {'radian': 1.0}
diff_sign, {'radian': 1.0}
goalPose.pose.pose.position.x, {'meter': 1.0}
pan4A, {'radian': 1.0}
gz_acceleration_, {'second': -1.0}
move.theta, {'radian': 1.0}
navdata_vision_detect_msg.header.stamp, {'second': 1.0}
tiltPID, {'second': -1.0}
rot_, {'second': -1.0}
pub_msg.clock, {'second': 1.0}
imuVeloYStart, {'second': 1.0}
delta.theta, {'radian': 1.0}
c2, {'meter': 2.0}
vel_angular, {'second': -1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
cycle_time, {'second': 1.0}
positiondirection, {'meter': 1.0}
psit, {'radian': 1.0}
a, {'meter': 1.0}
robot_pose_vx_, {'second': -1.0}
y_vals, {'meter': 1.0}
seconds, {'second': 1.0}
minPosDiff, {'second': 1.0}
ry, {'meter': 1.0}
x, {'radian': 1.0}
diffY, {'meter': 1.0}
bcy, {'meter': 1.0}
time_from_p1, {'second': 1.0}
sonar_1, {'meter': 1.0}
oldX, {'meter': 1.0}
range_min_, {'meter': 1.0}
imuRollCur, {'second': 1.0}
delta_y, {'meter': 1.0}
xRot, {'radian': 1.0}
h2, {'second': 1.0}
th, {'second': 1.0}
myHeading, {'radian': 1.0}
time4motion, {'second': 1.0}
acc_pitch, {'radian': 1.0}
detectionMap.info.origin.orientation.x, {'quaternion': 1.0}
in_sampling_frequency, {'second': -1.0}
dt, {'second': 1.0}
y_act, {'meter': 1.0}
roll*, {'radian': 1.0}
b, {'radian': 1.0}
theta, {'radian': 1.0}
v, {'radian': 1.0}
tX, {'meter': 1.0}
c1, {'meter': 2.0}
a, {'radian': 1.0}
current_sim_time, {'second': 1.0}
state_x_, {'meter': 1.0}
_omega, {'radian': 1.0}
P_dw, {'meter': 1.0}
l_w, {'second': -1.0}
ubicacionRobot.coordenadaCuerpo_x, {'meter': 1.0}
angle, {'radian': 1.0}
max_ompl_solve_time, {'second': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
result.time, {'second': 1.0}
insert_time, {'second': 1.0}
ping_dist_, {'meter': 1.0}
yaw, {'radian': 1.0}
a_y, {'second': -2.0}
delta_x, {'second': 1.0}
x, {'meter': 1.0}
navdata_kalman_pressure_msg.header.stamp, {'second': 1.0}
angDist2Sphere, {'radian': 1.0}
ar_pose_marker.header.stamp, {'second': 1.0}
feedback_.elapsed_time, {'second': 1.0}
bcx, {'meter': 1.0}
velocity_update, {'second': 1.0}
pt, {'second': 1.0}
dt, {'second': 1.0}
cruise_distance, {'meter': 1.0}
delta_time, {'second': 1.0}
start_time, {'second': 1.0}
origin, {'meter': 1.0}
yVel, {'second': -1.0}
dy, {'meter': 1.0}
R.header.stamp, {'second': 1.0}
yawError, {'radian': 1.0}
Segment::start_time, {'second': 1.0}
gamma, {'radian': 1.0}
current_linear_velocity, {'second': -2.0}
processing_time, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
phi_h, {'radian': 1.0}
q2, {'quaternion': 1.0}
min_distance, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
window, {'second': 1.0}
qx, {'quaternion': 1.0}
targetSetAtClock, {'second': 1.0}
out_msg.header.stamp, {'second': 1.0}
depth_msg.header.stamp, {'second': 1.0}
movement, {'meter': 1.0}
vel, {'meter': 1.0}
m_vel_yaw, {'radian': 1.0}
inc_angle_h, {'radian': 1.0}
bearing, {'radian': 1.0}
diff, {'radian': 1.0}
b, {'radian': 1.0}
q2, {'radian': 1.0}
relativeVectorY, {'meter': 1.0}
vector_angle, {'radian': 1.0}
dy, {'second': -2.0, 'meter': 2.0}
loop_time, {'second': 1.0}
beta_p, {'radian': 1.0}
srv.request.transformYDis, {'meter': 1.0}
x, {'meter': 1.0}
r2_theta_y, {'radian': 1.0}
signed_carrot_distance_2_robot, {'meter': 1.0}
dist_const_v, {'second': 2.0}
front_back, {'second': -1.0, 'meter': 1.0}
speedR, {'second': -1.0, 'meter': 1.0}
dx, {'meter': 1.0}
G_Dt, {'second': 1.0}
timeLasted, {'second': 1.0}
py, {'meter': 1.0}
t_total, {'meter': 1.0}
interval, {'second': 1.0}
navdata_vision_raw_msg.header.stamp, {'second': 1.0}
th_, {'second': 1.0}
a, {'radian': 1.0}
SA_2, {'radian': -3.0}
qz, {'quaternion': 1.0}
w, {'quaternion': 1.0}
timeDis, {'second': 1.0}
v1, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
imuPitchCur, {'second': 1.0}
z, {'meter': 1.0}
msg.roll, {'second': -1.0}
angle, {'radian': 1.0}
aa1, {'radian': 1.0}
a_norm, {'second': -2.0, 'meter': 1.0}
l_v, {'second': -1.0}
angle, {'radian': 1.0}
now, {'second': 1.0}
pitch*, {'radian': 1.0}
range_max_, {'meter': 1.0}
distance, {'meter': 1.0}
scaleLast, {'second': 1.0}
num_insertions, {'meter': 1.0}
dy, {'second': -2.0, 'meter': 2.0}
w, {'second': -1.0}
Eigen::acc_integral_1, {'second': 1.0}
v2_y, {'meter': 1.0}
x*, {'radian': 1.0}
vx, {'second': -2.0, 'meter': 1.0}
imuVeloYStart, {'second': 1.0}
G, {'meter': 2.0}
theta, {'radian': 1.0}
alpha, {'radian': 1.0}
delta, {'radian': 1.0}
secs, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
angle, {'radian': 1.0}
pret.theta, {'radian': 1.0}
time, {'second': 1.0}
y_w, {'meter': 1.0}
angle, {'radian': 1.0}
theta, {'radian': 1.0}
euler_angle_ZYX_X, {'radian': 1.0}
qz, {'quaternion': 1.0}
q0, {'quaternion': 1.0}
delta_rot2_noise, {'radian': 1.0}
rightDrive, {'second': -3.0, 'meter': 3.0}
motor_.force, {'second': -2.0, 'meter': 1.0, 'kilogram': 1.0}
image_msg.header.stamp, {'second': 1.0}
b2, {'meter': 1.0}
dx, {'meter': 1.0}
sonarH, {'meter': 1.0}
angle, {'radian': 1.0}
kinect_pan, {'quaternion': 1.0}
beacon_theta, {'radian': 1.0}
angel_around_z_axis, {'radian': 1.0}
wpx, {'meter': 1.0}
tf::Vector3&pos, {'meter': 1.0}
angle, {'radian': 1.0}
q5, {'radian': 1.0}
joyangular_, {'second': -1.0}
error_y, {'meter': 1.0}
range_msg.header.stamp, {'second': 1.0}
c, {'radian': 1.0}
transformTobeMapped, {'second': 1.0}
origin, {'meter': 1.0}
navdata_altitude_msg.header.stamp, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
navdata_vision_msg.header.stamp, {'second': 1.0}
y0, {'meter': 1.0}
w2, {'second': 1.0}
az, {'radian': 1.0}
x117, {'radian': 1.0}
delta, {'radian': 1.0}
theta, {'radian': 1.0}
relative_pose.timestamp1, {'second': 1.0}
range_max_, {'meter': 1.0}
angle_to_goal, {'radian': 1.0}
groundTruthMap.info.origin.orientation.x, {'quaternion': 1.0}
w, {'second': -1.0}
input_.min_reading, {'meter': 1.0}
x_plus_theta, {'radian': 1.0}
delta_time, {'second': 1.0}
x_disp, {'meter': 1.0}
v3y, {'second': -1.0}
z2, {'meter': 1.0}
cycle_freq_, {'second': -1.0}
theta, {'radian': 1.0}
dqvec, {'second': -1.0}
heading_angle, {'quaternion': 1.0}
laserAngleCur, {'radian': 1.0}
dy, {'meter': 1.0}
acy, {'radian': 1.0}
u_d_, {'second': -1.0, 'meter': 1.0}
a, {'radian': 1.0}
A_rads, {'second': -1.0, 'meter': 1.0}
k, {'meter': 1.0}
yi, {'meter': 1.0}
ang_vel_x_, {'second': -1.0}
wy, {'meter': 1.0}
p.linear_velocity, {'second': -1.0, 'meter': 1.0}
dx, {'meter': 1.0}
pos, {'meter': 1.0}
rad, {'radian': 1.0}
yy, {'meter': 1.0}
y4, {'meter': 1.0}
atp, {'radian': 1.0}
cliff.header.stamp, {'second': 1.0}
v2_x, {'meter': 1.0}
ydiff, {'meter': 1.0}
val, {'second': -1.0}
error, {'meter': 1.0}
OldValue_y, {'meter': 1.0}
gps_vx, {'second': -1.0, 'meter': 1.0}
lin_undershoot, {'second': 1.0, 'meter': -1.0}
angleRad, {'radian': 1.0}
minor_angle_radians, {'radian': 1.0}
xx, {'meter': 1.0}
obsAbsA, {'radian': 1.0}
last_goal_starting_time_, {'second': 1.0}
angle, {'radian': 1.0}
position, {'second': -1.0}
R, {'meter': 1.0}
pan_travel, {'second': 1.0}
v4x, {'second': -1.0}
segmentSize, {'meter': 1.0}
soln2, {'radian': 1.0}
angleMax, {'radian': 1.0}
angular, {'second': -1.0}
w, {'second': -1.0}
b, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
e, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
distance, {'meter': 1.0}
orientation_y_, {'quaternion': 1.0}
sumX, {'meter': -0.5}
dx, {'meter': 1.0}
x_start, {'meter': 1.0}
dy, {'meter': 1.0}
des_state_y_, {'meter': 1.0}
xdiff, {'meter': 1.0}
dist, {'meter': 1.0}
y_pos, {'meter': 1.0}
theta, {'radian': 1.0}
cinfo_msg_vert.header.stamp, {'second': 1.0}
current_pos_data.x, {'meter': 1.0}
acy, {'meter': 1.0}
ans.pitch, {'radian': 1.0}
hat_R_B2ENU_21, {'second': -1.0}
tz, {'meter': 1.0}
pAngle, {'radian': 1.0}
angle, {'radian': 1.0}
des_state_y_, {'meter': 1.0}
oy, {'meter': 1.0}
target_from_frame, {'meter': 1.0}
v, {'radian': 1.0}
vx, {'second': -1.0, 'meter': 1.0}
encoder_msg_.stamp, {'second': 1.0}
dt, {'second': 1.0}
navdata_time_msg.header.stamp, {'second': 1.0}
myLineAngle, {'radian': 1.0}
t_subgoal, {'second': 1.0}
bcy, {'meter': 1.0}
pi, {'radian': 1.0}
Vs_error_old, {'second': -1.0, 'meter': 1.0}
origin, {'meter': 1.0}
y_, {'quaternion': 1.0}
z, {'meter': 1.0}
rot_, {'second': -1.0}
relative_pose.timestamp1, {'second': 1.0}
times, {'second': 1.0}
use_time, {'second': 1.0}
robot_pose_y, {'meter': 1.0}
east_cmd, {'second': 1.0}
current_accel_y, {'second': -2.0}
delta_p, {'radian': 1.0}
psi, {'radian': 1.0}
base_omega_cmd_, {'second': -1.0}
cur_dist, {'meter': 1.0}
delta_y, {'second': 1.0}
delta, {'radian': 1.0}
delta.theta, {'radian': 1.0}
z*, {'radian': 1.0}
linear_x, {'second': -1.0, 'meter': 1.0}
dx, {'second': -2.0, 'meter': 2.0}
north_star_msg_.stamp, {'second': 1.0}
delta.theta, {'radian': 1.0}
beta, {'radian': 1.0}
t, {'second': 1.0}
height_msg.header.stamp, {'second': 1.0}
Lat_mav, {'meter': 1.0}
r, {'meter': 1.0}
start_y, {'meter': 1.0}
vy, {'meter': 1.0}
y, {'meter': 1.0}
ratioBack, {'second': 1.0}
maxUangle, {'radian': 1.0}
roi_y, {'meter': 1.0}
dist_min*, {'meter': 1.0}
force, {'meter': -1.0}
prog_curr, {'quaternion': 1.0}
dist_to_wp, {'meter': 1.0}
psi_up_b, {'radian': 1.0}
odom_linearVelocity, {'second': -1.0, 'meter': 1.0}
A, {'second': -1.0}
wref, {'radian': 1.0}
pathSlope, {'radian': 1.0}
t.vel, {'second': -1.0, 'meter': 1.0}
e, {'second': -1.0, 'meter': 1.0}
yaw, {'radian': 1.0}
dangle, {'second': -1.0}
navdata_time_msg.header.stamp, {'second': 1.0}
W_t, {'second': -1.0}
dist, {'meter': 1.0}
y, {'meter': 1.0}
BallAssumedAngle, {'radian': 1.0}
best_distance, {'meter': 1.0}
des_state_omega_, {'second': -1.0}
llh, {'radian': 1.0}
diff_error, {'meter': 1.0}
delta, {'radian': 1.0}
robotLinearSpeed, {'second': -1.0, 'meter': 1.0}
wx, {'meter': 1.0}
rcvDatas, {'second': -2.0, 'meter': 1.0}
target_y, {'meter': 1.0}
last_sent, {'second': 1.0}
u*, {'radian': 1.0}
radious, {'meter': 1.0}
max_diff, {'second': 1.0}
navdata_kalman_pressure_msg.header.stamp, {'second': 1.0}
delta_y, {'meter': 1.0}
clock.clock, {'second': 1.0}
goalAngle, {'radian': 1.0}
x, {'meter': 1.0}
v, {'meter': 1.0}
vel_th, {'second': -1.0}
time_unix.time_ref, {'second': 1.0}
wx, {'meter': 1.0}
angle, {'radian': 1.0}
delta_error, {'second': -2.0}
du, {'meter': 1.0}
y, {'meter': 1.0}
x_prev, {'meter': 1.0}
min, {'meter': 1.0}
vy, {'second': -1.0}
secs, {'second': 1.0}
x, {'meter': 1.0}
right_f, {'second': -1.0, 'meter': 1.0}
navdata_euler_angles_msg.header.stamp, {'second': 1.0}
odom_time_begin_, {'second': 1.0}
base_vel_x, {'meter': 1.0}
sx, {'meter': 1.0}
t.vel, {'second': -1.0, 'meter': 1.0}
yaw, {'radian': 1.0}
x_end, {'meter': 1.0}
x2, {'meter': 1.0}
check, {'meter': 2.0}
last_vel_y_, {'second': -1.0, 'meter': 1.0}
delta, {'radian': 1.0}
odom_time_begin_, {'second': 1.0}
current_heading, {'radian': 1.0}
error, {'meter': 1.0}
real_state.values, {'meter': 1.0}
delta, {'radian': 1.0}
dist, {'meter': 1.0}
alpha, {'radian': 1.0}
omega, {'radian': 1.0}
m_thrust, {'second': 1.0}
a*, {'meter': 1.0}
goalCmd.target_pose.pose.position.x, {'meter': 1.0}
y1_from, {'meter': 1.0}
Left, {'second': -1.0}
yaw, {'radian': 1.0}
desired_theta, {'radian': 1.0}
gtsam_path.header.stamp, {'second': 1.0}
yy, {'meter': 2.0}
y_temp, {'meter': 1.0}
theta_i, {'radian': 1.0}
delta_bearing, {'radian': 1.0}
time_dif, {'second': 1.0}
epwant, {'second': -1.0}
delta_th, {'second': 1.0}
th, {'radian': 1.0}
yaw, {'radian': 1.0}
z_min, {'meter': 1.0}
last_hit, {'second': 1.0}
ds, {'meter': 1.0}
dx, {'meter': 1.0}
time, {'second': 1.0}
euler_angle_ZYX_Y, {'radian': 1.0}
l_v, {'second': -1.0}
marker.pose.position.x, {'meter': 1.0}
x125, {'radian': 1.0}
low_y, {'meter': 1.0}
time_diff, {'second': 1.0}
pitch, {'radian': 1.0}
sol2.q1, {'radian': 1.0}
tic, {'second': 1.0}
t, {'second': -0.5, 'meter': 1.0}
x_start, {'meter': 1.0}
ox, {'meter': 1.0}
angle, {'radian': 1.0}
y, {'second': -1.0}
obs.min_distance, {'meter': 1.0}
ray_theta, {'radian': 1.0}
ox, {'meter': 1.0}
dx, {'meter': 1.0}
vy, {'second': -1.0}
ang_vel_, {'second': -1.0}
sonar_2, {'meter': 1.0}
bearing, {'radian': 1.0}
outputPointcloud.header.stamp, {'second': 1.0}
theta, {'radian': 1.0}
left_u, {'meter': 1.0}
roll, {'radian': 1.0}
goalX, {'meter': 1.0}
wpy, {'meter': 1.0}
mean.theta, {'radian': 1.0}
elevation, {'radian': 1.0}
dt, {'second': 1.0}
th, {'radian': 1.0}
first_time, {'second': 1.0}
angle, {'radian': 1.0}
yaw, {'radian': 1.0}
heading_diff, {'radian': 1.0}
theta, {'radian': 1.0}
b2, {'meter': 1.0}
dt, {'second': 1.0}
xo, {'meter': 1.0}
dth, {'radian': 1.0}
lin_acc_y_, {'second': -2.0, 'meter': 1.0}
psi, {'radian': 1.0}
r_w, {'second': -1.0}
cameraOrigin, {'meter': 1.0}
x, {'meter': 1.0}
last_time, {'second': 1.0}
heading_distance, {'meter': 1.0}
bcx, {'meter': 1.0}
vel, {'second': -1.0}
tx, {'meter': 1.0}
msg_ravenstate.dt, {'second': 1.0}
soln1, {'radian': 1.0}
derivitive_x, {'second': -1.0, 'meter': 1.0}
utvel, {'second': 1.0}
quat.X, {'quaternion': 1.0}
remaining_energy, {'second': 1.0}
time_cur, {'second': 1.0}
desired_r_, {'second': -1.0}
x, {'second': 1.0}
longitudinalVelocity, {'second': -1.0, 'meter': 1.0}
orientation_x_, {'quaternion': 1.0}
yaw, {'radian': 1.0}
q2, {'radian': 1.0}
Ot, {'radian': 1.0}
tf, {'radian': 1.0}
ang, {'radian': 1.0}
fps, {'second': -1.0}
P_pitch, {'meter': 1.0}
y, {'meter': 1.0}
time, {'second': 1.0}
yc, {'meter': 1.0}
t_minus_dip, {'meter': 1.0}
yaw, {'radian': 1.0}
y2, {'meter': 1.0}
theta, {'radian': 1.0}
dt, {'second': 1.0}
theta_, {'radian': 1.0}
th, {'radian': 1.0}
current_timestamp, {'second': 1.0}
frequency, {'second': -1.0}
pt, {'meter': 1.0}
g_lat_ref, {'degree_360': 1.0}
xi, {'meter': 1.0}
ranges, {'meter': 1.0}
dpAngle, {'radian': 1.0}
qw, {'quaternion': 1.0}
trip_len, {'meter': 1.0}
wave_length, {'second': 1.0}
y_start, {'meter': 1.0}
vr, {'second': -1.0, 'meter': 1.0}
A, {'second': -1.0}
current_velocity_mps, {'second': -1.0, 'meter': 1.0}
q1b, {'radian': 1.0}
dt_sec, {'second': 1.0}
y, {'meter': 1.0}
navdata_watchdog_msg.header.stamp, {'second': 1.0}
error_y, {'meter': 1.0}
state_data.event, {'second': 1.0}
v, {'second': -1.0}
yaw, {'radian': 1.0}
imu_yaw, {'radian': 1.0}
yawAngle2, {'radian': 1.0}
fps, {'second': -1.0}
angle, {'quaternion': 1.0}
pitch, {'radian': 1.0}
range_min, {'meter': 1.0}
vl, {'second': -1.0, 'meter': 1.0}
zy, {'radian': 1.0}
image_msg.header.stamp, {'second': 1.0}
start_point.x, {'meter': 1.0}
sy, {'meter': -1.0}
vector_angle, {'radian': 1.0}
cpt.header.stamp, {'second': 1.0}
response.table.pose.header.stamp, {'second': 1.0}
theta, {'radian': 1.0}
torso_constraint.orientation, {'quaternion': 1.0}
roll, {'radian': 1.0}
range_min, {'meter': 1.0}
Y_cam, {'meter': 1.0}
delta_rot2_noise, {'radian': 1.0}
dt, {'second': 1.0}
y, {'meter': 1.0}
dy, {'meter': 1.0}
pos.x, {'meter': 1.0}
xt, {'meter': 1.0}
angular_twist, {'second': -1.0}
rot_, {'second': -1.0}
locate, {'meter': 1.0}
timenow, {'second': 1.0}
time_increment, {'second': 1.0}
angle_k, {'radian': 1.0}
x110, {'radian': 1.0}
velocity_.header.stamp, {'second': 1.0}
sr, {'second': -1.0}
distToMark, {'meter': 1.0}
input_sampling_frequency_, {'second': -1.0}
lasty, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
d, {'meter': 1.0}
secs, {'second': 1.0}
y_diff, {'meter': 1.0}
pitch, {'radian': 1.0}
pitch_, {'radian': 1.0}
dx, {'meter': 1.0}
q6, {'radian': 1.0}
t1, {'meter': 1.0}
dUr, {'second': -1.0}
angle, {'radian': 1.0}
y_, {'second': -1.0, 'meter': 1.0}
th, {'second': 1.0}
stamp, {'second': 1.0}
angle, {'radian': 1.0}
yCurrent, {'meter': 1.0}
delta, {'radian': 1.0}
right_pwm, {'second': -1.0, 'meter': 1.0}
vel, {'second': -1.0}
map_.map.header.stamp, {'second': 1.0}
range_metres, {'meter': 1.0}
rv, {'second': -1.0}
CmdFloat, {'second': -1.0, 'meter': 1.0}
psiC1, {'radian': 1.0}
th, {'second': 1.0}
dAction, {'second': -1.0}
x, {'meter': 1.0}
pick_grasp_pos, {'meter': 1.0}
scale, {'meter': 1.0}
phi, {'radian': 1.0}
p, {'meter': 1.0}
dT, {'second': 1.0}
t_ramp, {'second': -1.0}
delta.theta, {'radian': 1.0}
pitch*, {'radian': 1.0}
soln1, {'radian': 1.0}
delta_rot1_noise, {'radian': 1.0}
frontDistance, {'meter': 1.0}
tita, {'quaternion': 1.0}
vector_angle, {'radian': 1.0}
right_goal.trajectory.header.stamp, {'second': 1.0}
z, {'meter': 1.0}
wg_y, {'second': -1.0}
odomTime, {'second': 1.0}
trip_len, {'meter': 1.0}
g_x_gps, {'meter': 1.0}
pos, {'meter': 1.0}
dt, {'second': 1.0}
starttime, {'second': 1.0}
m1, {'radian': 1.0}
x_end, {'meter': 1.0}
eth, {'radian': 1.0}
linearSpeed, {'second': -1.0, 'meter': 1.0}
Vr_a, {'second': -1.0, 'meter': 1.0}
dt1, {'second': 1.0}
delta_rot2, {'radian': 1.0}
theta, {'radian': 1.0}
dt, {'second': 1.0}
pz, {'meter': 1.0}
angular_speed, {'radian': 1.0}
vy_r, {'second': -1.0, 'meter': 1.0}
rosTSNew, {'second': 1.0}
angle, {'radian': 1.0}
angle, {'radian': 1.0}
rotate, {'second': -1.0}
cmdTranslation, {'second': -1.0, 'meter': 1.0}
k2_1, {'quaternion': 1.0}
v, {'radian': 1.0}
pret.theta, {'radian': 1.0}
vx, {'second': -1.0}
a_dot_b, {'meter': 1.0}
y_diff, {'meter': 1.0}
angle1, {'radian': 1.0}
odom_delta_y, {'meter': 1.0}
obj_pose, {'meter': 1.0}
a, {'second': 1.0}
vr, {'second': -1.0, 'meter': 1.0}
x_start, {'meter': 1.0}
va, {'second': -1.0}
error_x, {'meter': 1.0}
s2, {'second': -1.0}
v, {'second': -2.0, 'meter': 1.0}
distance_sq, {'meter': 2.0}
motionDuration, {'second': 1.0}
cmdTranslation, {'second': -1.0, 'meter': 1.0}
y_start, {'meter': 1.0}
pitch*, {'radian': 1.0}
w, {'quaternion': 1.0}
delta_time, {'second': 1.0}
delta_y, {'meter': 1.0}
vy, {'meter': 1.0}
y_trans_, {'second': -1.0, 'meter': 1.0}
yaw, {'radian': 1.0}
pi, {'radian': 1.0}
wheel.speed1, {'second': -1.0, 'meter': 1.0}
range_max_, {'meter': 1.0}
tf::Vector3&pos, {'meter': 1.0}
angle, {'radian': 1.0}
head_y_diff, {'meter': 1.0}
rmax, {'meter': 1.0}
yawAngle, {'radian': 1.0}
odo_lin_vel, {'second': -1.0, 'meter': 1.0}
msg.planning_time, {'second': 1.0}
b, {'quaternion': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
quat, {'quaternion': 1.0}
odom_angularVelocity, {'second': -1.0}
msg.header.stamp, {'second': 1.0}
totalDuration, {'second': 1.0}
dt, {'second': 1.0}
max_delta, {'second': -1.0, 'meter': 1.0}
diff, {'second': 1.0}
state_time, {'second': 1.0}
begin_time, {'second': 1.0}
P_cw_new, {'meter': 1.0}
yaw, {'radian': 1.0}
center, {'meter': 1.0}
angel, {'radian': 1.0}
dt, {'second': 1.0}
